insee_code,commune_name,percent_main_housing_year_2020,percent_secondary_housing_year_2020,percent_main_housing_year_2020,percent_vacant_year_2020,percent_single_family_home_year_2020,percent_homeownership_year_2020,percent_renting_year_2020,percent_social_housing_year_2020
01381,Saint-Nizier-le-Désert,88.3,6,5.7,6.9,92.8,79.1,19.9,5.1
01382,Sainte-Olive,93,3,4,2.7,97.3,87.1,12.9,4.3
01383,Saint-Paul-de-Varax,87.1,5.6,7.3,13.5,82.8,66.3,32,16.3
01384,Saint-Rambert-en-Bugey,73.4,11.6,14.9,42.1,55.1,53.8,43.2,11.9
01385,Saint-Rémy,94.7,1.6,3.8,13,87,74.8,24.2,15.6
01386,Saint-Sorlin-en-Bugey,86.6,5,8.4,10,90,77.7,20.4,0.2
01387,Saint-Sulpice,96,1,3,2,98,87.6,11.3,1
01388,Saint-Trivier-de-Courtes,84.8,2.9,12.3,25,68.6,59.7,37.1,17.4
01389,Saint-Trivier-sur-Moignans,89.7,1.8,8.5,25.1,74.5,69,29.1,5.7
01390,Saint-Vulbas,89.7,3.1,7.2,23.1,76.6,54.6,33.5,0
01391,Salavre,79.5,12.7,7.8,3.3,96.7,87.2,12,0
01392,Samognat,88.5,4.9,6.6,5.7,93.6,91.2,7.6,0
01393,Sandrans,83.7,8.4,7.9,7.3,92.1,80.4,18.3,1.4
01396,Sault-Brénaz,81.9,8.2,9.9,29.6,69.3,58.2,39.2,16.2
01397,Sauverny,82.2,11.2,6.6,29.3,70.5,67.4,30.9,21.4
01398,Savigneux,94.1,0.7,5.2,16.1,83.9,75.8,23.5,7
01399,Ségny,87,5.8,7.2,37.3,61.7,64.8,33.9,7.1
01400,Seillonnaz,69.3,19,11.6,1.1,98.9,62.1,30.3,0
01401,Sergy,88,6.1,5.9,32.1,67.6,71.2,27.6,9
01402,Sermoyer,81,10,8.9,5.3,94.5,76.7,22.3,4
01403,Serrières-de-Briord,89,3.9,7.2,11.6,85.2,69.3,28.8,14.6
01404,Serrières-sur-Ain,45.8,48.3,5.9,1.9,98.1,81.7,14.1,0
01405,Servas,93.4,0.9,5.7,24.2,75.6,67.2,32,17.6
01406,Servignat,83.4,9.3,7.3,3.1,96.9,76.2,20,7.5
01407,Seyssel,78.7,9.2,12,48.3,51.4,54.9,42.8,11.3
01408,Simandre-sur-Suran,79,7.6,13.5,9,90.7,73,24.1,2.8
01410,Sonthonnax-la-Montagne,80.5,11.3,8.2,3.2,96.8,78.2,20.2,3.1
01411,Souclin,73,11.7,15.3,1.7,97.7,79,15.5,0
01412,Sulignat,94.9,2.5,2.5,3.4,96.2,79.5,20.5,6.3
01415,Talissieu,78.9,17.5,3.6,4.7,85.1,67.3,29,0
01416,Tenay,60.2,13.8,26,44.7,54.9,58.3,38.6,7.3
01418,Thil,92.6,2.4,5,6.8,92.9,87.7,10.6,2.6
01419,Thoiry,87.1,6.1,6.8,41.3,58.4,63.9,34,13
01420,Thoissey,84.7,2.3,13,73,26.2,28.5,70.4,31.8
01421,Torcieu,83.4,6.2,10.4,7.5,92.5,84.1,15,2.5
01422,Tossiat,90.9,2.7,6.5,10.4,89.2,74.1,23.8,4.5
01423,Toussieux,94.3,1,4.8,6.5,92.8,84.3,15,6.3
01424,Tramoyes,94.6,0.8,4.5,12.1,87.6,84.1,15,4.7
01425,La Tranclière,89.7,5.9,4.4,7,92.2,86.4,8.5,0
01426,Val-Revermont,84.7,6.7,8.5,9.4,89.1,74.4,23.1,5.7
01427,Trévoux,89,1.6,9.4,55.6,44.2,48,49.9,22.5
01428,Valeins,90.2,5.9,3.9,3.9,96.1,78.3,21.7,0
01429,Vandeins,90.4,4,5.6,4.1,95.6,78.1,21.6,7.1
01430,Varambon,85.1,3.1,11.8,11.2,88.5,71.5,27.4,8.4
01431,Vaux-en-Bugey,87.1,2.9,10,7.7,91.9,78.4,19.9,4.6
01432,Verjon,82.6,11,6.4,9.7,90.3,76.8,22.6,7.6
01433,Vernoux,81,11.9,7.1,2.4,95.2,83.3,15.7,2.9
01434,Versailleux,87.4,5,7.5,2,97.5,78.1,21.9,11.5
01435,Versonnex,89.3,6,4.7,22.6,77.4,67.6,31.8,19.8
01436,Vesancy,84.6,3.3,12.1,35.7,63.5,70.1,25.1,0
01437,Vescours,81.7,11.9,6.4,0.9,99.1,84.4,15.6,0
01439,Vésines,84,6,10,10,90,76.2,21.4,0
01441,Vieu-d'Izenave,85.9,6.9,7.2,8.5,91.5,75.5,22.7,7.7
01443,Villars-les-Dombes,89.1,1.2,9.7,43,54.2,59.4,39.2,18.7
01444,Villebois,77,9.1,14,8.5,90.9,77.2,20.9,7
01445,Villemotier,90.1,2.6,7.3,9.3,90.7,81.9,16.9,1.6
01446,Villeneuve,91.8,1.9,6.3,8.5,91.3,84.1,14.7,0.9
01447,Villereversure,77.7,4.6,17.7,16,83.7,66.2,30.8,8.7
01448,Villes,85.2,6.4,8.5,15.2,83.8,80.3,17.9,0
01449,Villette-sur-Ain,84.2,7.6,8.2,8.4,90.8,82.9,16.1,3.1
01450,Villieu-Loyes-Mollon,90,3.7,6.3,12.7,86.1,79.1,19.5,4.1
01451,Viriat,92.1,1.2,6.7,20.1,79.6,68.4,30.7,12.1
01452,Virieu-le-Grand,76.1,12.7,11.2,33.6,66.1,58.3,39,10.8
01453,Arvière-en-Valromey,68.8,22.6,8.7,6,93.2,79.2,18.6,5.9
01454,Virignin,88.3,2.3,9.5,10.7,89.3,75.7,22.9,9.3
01456,Vongnes,70.6,27.5,2,2,98,88.9,8.3,0
01457,Vonnas,88.7,2.6,8.7,25.9,71.3,60.6,36.9,12.5
02001,Abbécourt,81.5,5.9,12.6,3.8,95.4,83.5,16.5,1
02002,Achery,91.3,0.3,8.4,1.9,98.1,86.1,11.8,0
02003,Acy,91.6,1.8,6.6,3.5,96.3,82.2,16.2,3.4
02004,Agnicourt-et-Séchelles,76.2,15.2,8.6,1,99,82.5,17.5,0
02005,Aguilcourt,95,0,5,1.9,97.5,77.4,21.3,0
02006,Aisonville-et-Bernoville,82.5,7,10.5,0,98.6,84.8,14.4,0.8
02007,Aizelles,85,13.4,1.7,4.8,95.2,77.4,18.9,0
02008,Aizy-Jouy,83.7,4.1,12.2,0.7,97.3,85.7,13.4,0
02009,Alaincourt,92.8,2.3,5,0,100,83.2,15.3,0
02010,Allemant,95.6,1.5,2.9,0,100,77.9,20.6,0
02011,Ambleny,86.1,3.4,10.5,2.9,97.1,80.9,17,3.4
02012,Ambrief,80.4,2.8,16.8,0,91.6,71.4,21.4,0
02013,Amifontaine,85.8,2.8,11.4,2.3,97.7,86,12.6,0
02014,Amigny-Rouy,87.6,3,9.5,0.6,99.4,86.5,12.5,0
02015,Ancienville,79.3,16.5,4.1,9.3,90.7,93.5,6.5,0
02016,Andelain,94.4,4.5,1.1,2.2,97.8,85.9,12.9,0
02017,Anguilcourt-le-Sart,83.8,6.7,9.4,0.7,99.3,76.5,21.2,0
02018,Anizy-le-Grand,88,2.2,9.8,17.1,82.7,67.1,31,11.1
02019,Annois,88.8,1.9,9.3,0,100,76.3,21.8,0
02020,Any-Martin-Rieux,81,7.2,11.8,2.5,97.5,87.5,11.5,0
02021,Archon,78.1,11.7,10.2,0,100,84.6,15.4,0
02022,Arcy-Sainte-Restitue,75,12.7,12.3,3.2,96.8,83.6,15.8,0
02023,Armentières-sur-Ourcq,78.5,10.8,10.8,0,100,93.3,6.7,0
02024,Arrancy,77.8,16.7,5.6,0,100,66.7,23.8,0
02025,Artemps,91.3,0,8.7,0.6,99.4,81.7,17.6,0
02027,Assis-sur-Serre,88.2,2.7,9.1,2.7,93.8,83.8,16.2,0
02028,Athies-sous-Laon,93.6,0.8,5.6,3.8,96.2,71.8,26.4,9.1
02029,Attilly,86.1,6.7,7.3,0,100,88.8,8.4,0
02030,Aubencheul-aux-Bois,90.5,2.4,7.1,0,100,85.2,13.9,0
02031,Aubenton,77.3,5.9,16.8,7.5,92,73.1,23.7,0.3
02032,Aubigny-aux-Kaisnes,90.4,1,8.6,1.9,98.1,62.5,34.4,0
02033,Aubigny-en-Laonnois,90.5,7.6,1.9,3.7,96.3,85.7,12.2,0
02034,Audignicourt,80.9,10.4,8.7,0,100,84.4,13.3,0
02035,Audigny,88.1,3.4,8.5,0,100,82.8,15.3,0
02036,Augy,71.2,6.7,22.2,0,95.7,72.7,21.2,0
02037,Aulnois-sous-Laon,95.3,0.3,4.3,2.6,97.4,74.2,24.7,14.1
02038,Les Autels,53,33.3,13.7,1.5,96.5,82.9,17.1,0
02039,Autremencourt,71.9,13.4,14.7,1.2,98.8,70.2,24.6,0
02040,Autreppes,75.3,16.1,8.6,5.4,94.6,85.7,10,0
02041,Autreville,92,1.9,6.1,2.3,97.7,89.9,9.8,0.3
02042,Azy-sur-Marne,85.6,7.9,6.5,1.6,95.2,85.8,11.7,0
02043,Bagneux,86.5,3.4,10.1,6.7,93.3,73.1,26.9,0
02044,Bancigny,47.6,33.3,19,0,100,70,20,0
02046,Barenton-Bugny,94.9,0.8,4.3,0.8,99.2,86.7,12.9,0
02047,Barenton-Cel,95.9,0,4.1,0,100,66,34,0
02048,Barenton-sur-Serre,89.5,3.5,7,0,100,70.2,28.1,0
02049,Barisis-aux-Bois,87.7,4.6,7.7,0,100,86.6,12.1,0
02050,Barzy-en-Thiérache,88.4,6.1,5.4,0,100,86.9,11.5,0
02051,Barzy-sur-Marne,78.3,10.4,11.3,0.9,99.1,80.7,16.3,0
02052,Bassoles-Aulers,89.3,4.6,6.1,0,98.5,85.2,14.8,0
02053,Vallées en Champagne,68.4,17.9,13.7,2.2,96.9,86.9,11.5,0
02054,Bazoches-et-Saint-Thibaut,91.4,4,4.6,0.9,99.1,89.1,10.4,0
02055,Beaumé,66.2,23.7,10.2,0,98.3,87.5,5,0
02056,Beaumont-en-Beine,84.6,3.6,11.9,0,97.6,92.9,4.3,0
02057,Beaurevoir,87.8,2.4,9.8,5.9,94,72.2,26.3,10.8
02058,Beaurieux,87.5,2.2,10.3,4.9,95.1,77.6,19.9,10.2
02059,Beautor,87.8,0.5,11.7,31.6,68,47.4,51.7,19.4
02060,Beauvois-en-Vermandois,91.5,0.8,7.6,0.8,99.2,85.5,13.6,0
02061,Becquigny,76.6,8.1,15.3,0.9,99.1,83.9,13.8,0
02062,Belleau,76.8,16.1,7.1,2.8,97.2,87.3,10.9,0
02063,Bellenglise,90.9,0.6,8.5,0.6,99.4,83.4,14.6,0
02064,Belleu,92.7,1.2,6.1,34.7,65,52.4,46.5,36.9
02065,Bellicourt,88.7,1.3,10.1,0.4,99.6,78.9,18.5,1.7
02066,Benay,91.4,1.1,7.6,0,100,84.9,14,0
02067,Bergues-sur-Sambre,87.3,2,10.8,1,99,85.4,13.5,0
02068,Berlancourt,92.3,0,7.7,0,97.5,89.2,10.8,0
02069,Berlise,77.6,13.8,8.6,0,100,77.8,22.2,0
02070,Bernot,83.8,5.4,10.8,0,99.5,83.3,14.5,0
02071,Berny-Rivière,39,22.6,38.3,0.4,99.6,82.4,16,0
02072,Berrieux,86.4,6,7.7,0,99.1,84.6,14.1,0
02073,Berry-au-Bac,90.5,1.7,7.8,8,91.7,68.6,29.9,9.5
02074,Bertaucourt-Epourdon,88.6,3.4,8,0.4,98.9,86.3,12.4,0.4
02075,Berthenicourt,87.5,2.3,10.2,0,98.9,84.6,14.1,0
02076,Bertricourt,93.1,0,6.9,0,100,87.7,12.3,0
02078,Besmé,88.5,2.9,8.6,0,100,77,21.3,0
02079,Besmont,64.9,23,12,0,97,98.5,0,0
02080,Besny-et-Loizy,95.3,0,4.7,0,100,74.3,25.1,5.6
02081,Béthancourt-en-Vaux,87.3,2.2,10.5,0,99.4,86.3,11.7,0
02082,Beugneux,75.2,18.2,6.6,0,100,82.6,17.4,0
02083,Beuvardes,84.2,11.1,4.7,2.6,96.3,84.6,12.7,0.3
02084,Bézu-le-Guéry,78.4,8.9,12.7,2.2,94.1,82,16,0
02085,Bézu-Saint-Germain,89,3.8,7.1,0.3,99.5,84.9,10.8,7.3
02086,Bichancourt,91.8,2.4,5.7,0.2,99.6,88.8,9,0
02087,Bieuxy,88.2,5.9,5.9,5.9,94.1,86.7,13.3,0
02088,Bièvres,81.4,10.3,8.3,0,100,64.5,35.5,0
02089,Billy-sur-Aisne,93.1,0.4,6.6,3.2,96.8,83.5,14.9,0.2
02090,Billy-sur-Ourcq,84.2,11.1,4.6,2.2,96.7,85.7,11.7,0
02091,Blanzy-lès-Fismes,86.8,6.6,6.6,0,100,72.5,25,0
02093,Blérancourt,85.1,4.4,10.5,10.1,89.6,68,29.6,7.3
02094,Blesmes,87.4,3.9,8.7,6.2,93.3,82.8,15,0
02095,Bohain-en-Vermandois,81.7,1,17.3,19.8,80.1,50.1,48.5,12.8
02096,Bois-lès-Pargny,88.7,6.6,4.7,0,100,87.7,7.4,0
02097,Boncourt,89.3,7.2,3.6,0,100,85.2,12,1
02098,Bonneil,80.8,4.9,14.3,1.6,98.4,82.3,15,0
02099,Bonnesvalyn,80,10,10,2.7,97.3,92.2,5.6,0
02100,Bony,83.9,4.8,11.3,0,98.4,63.5,36.5,0
02101,Bosmont-sur-Serre,87.9,5,7,1.2,98.8,88.9,8.3,0
02102,Bouconville-Vauclair,83.4,8.3,8.3,2.7,97.3,67.9,29.5,1.3
02103,Boué,90.6,0.9,8.5,7.8,92.2,55.7,43.5,19.1
02104,Bouffignereux,87.4,8.4,4.2,0,100,90.5,2.4,0
02105,Bouresches,84.9,1.1,14,2.2,97.8,84.8,12.7,0
02106,Bourg-et-Comin,85,6.2,8.8,3,95.8,70.3,28.3,8.2
02107,Bourguignon-sous-Coucy,93.2,2.3,4.6,0,84.4,78.6,9.5,0
02108,Bourguignon-sous-Montbavin,87.5,9.7,2.8,2.7,97.3,85.9,10.9,0
02109,La Bouteille,85.2,2.1,12.7,2.5,97,79.7,19.3,1.5
02110,Braine,90.3,2.4,7.2,26.7,72.9,57.9,39.7,20.1
02111,Brancourt-en-Laonnois,87.5,2.2,10.2,7,92.4,88.3,10.6,0
02112,Brancourt-le-Grand,90,3.5,6.5,0.4,99.6,83.5,14.4,0
02114,Brasles,89.2,1.3,9.5,22.9,76.8,65.7,32.4,16.6
02115,Braye-en-Laonnois,88.2,4.3,7.5,4.1,93.9,77,20.7,0
02116,Braye-en-Thiérache,74.7,15.6,9.6,1.2,98.8,91.7,3.3,0
02117,Bray-Saint-Christophe,89.5,3.5,7,0,100,80.8,19.2,0
02118,Braye,90.2,3.9,5.9,0,100,90.7,5.6,0
02119,Brécy,80.2,6,13.8,4.2,95.2,80.6,17.2,0
02120,Brenelle,89.5,1.2,9.3,5.8,94.2,74,26,0
02121,Breny,84.3,4.6,11.1,12.6,86.5,71.6,23.2,0
02122,Brie,73,21.6,5.4,0,100,85.2,7.4,0
02123,Brissay-Choigny,89,2.8,8.3,0,100,82.2,17,0
02124,Brissy-Hamégicourt,91.3,1.6,7,1.3,98.4,84.6,14,0
02125,Brumetz,78.7,16.9,4.5,1.1,97.8,88.6,8.6,0
02126,Brunehamel,80.2,7,12.8,9.1,90.9,69,30,7.9
02127,Bruyères-sur-Fère,87.4,6.3,6.3,0,100,63.9,33.7,0
02128,Bruyères-et-Montbérault,89.5,0.8,9.7,6.1,93.9,69.9,28.7,6.9
02129,Bruys,61,19.5,19.5,0,100,90,10,0
02130,Bucilly,83.9,7.1,9.1,5.2,94.8,81.5,17.3,0
02131,Bucy-le-Long,93.8,1.5,4.7,5.7,94.1,80,19.2,6.5
02132,Bucy-lès-Cerny,92.8,0,7.2,0,100,88.6,8.9,0
02133,Bucy-lès-Pierrepont,84.8,1.9,13.3,0.5,98.6,70.9,27.4,0
02134,Buire,95,1.6,3.4,1,99,78.1,20.7,9.5
02135,Buironfosse,83.3,3.2,13.4,4.5,95.3,71.5,27,10.9
02136,Burelles,76.8,13,10.1,1.4,98.6,94.3,3.8,0
02137,Bussiares,87.3,6.4,6.4,0,98.3,61.5,36.5,0
02138,Buzancy,89.2,7.2,3.6,0,100,87.8,10.8,0
02139,Caillouël-Crépigny,88.5,5.2,6.3,0,100,89.2,10.2,0
02140,Camelin,85.1,5,10,1.5,98.5,83.7,13.4,0
02141,La Capelle,84.3,1.2,14.5,23.9,75.8,52.2,44.8,22.1
02142,Castres,91.5,3.4,5.1,0,100,92.5,5.4,0
02143,Le Catelet,86.1,3.2,10.7,4.1,95.9,76.2,23.8,0
02144,Caulaincourt,73.2,12.1,14.7,1.4,98.6,87,11.1,0
02145,Caumont,89.3,0,10.7,0,100,91.7,7.8,0.5
02146,Celles-lès-Condé,71,14.5,14.5,1.9,98.1,81.1,18.9,0
02148,Celles-sur-Aisne,85.1,7.4,7.4,1.7,97.5,82.5,14.6,0
02149,Cerizy,91.7,4.2,4.2,0,100,63.6,36.4,0
02150,Cerny-en-Laonnois,83.9,0,16.1,6.5,93.5,65.4,23.1,7.7
02151,Cerny-lès-Bucy,98.2,0,1.8,0,100,90.7,7.4,0
02152,Cerseuil,84.5,15.5,0,2.2,97.8,61.5,35.9,2.6
02153,Cessières-Suzy,91.2,3,5.8,2,97.8,80.8,18.6,3.6
02154,Chacrise,85.6,6,8.4,2.4,97.6,77.6,20.3,0
02155,Chaillevois,88,6.6,5.5,4.2,94.8,83.3,16.7,1.2
02156,Chalandry,86.8,1.8,11.4,0.9,98.2,83.7,14.3,0
02157,Chambry,95.1,0,4.9,2.3,97.2,75,22.3,14.1
02158,Chamouille,17.2,82.1,0.8,0.9,99.1,62.9,37.1,18
02159,Champs,91.7,3,5.3,0,100,78.7,18.9,0
02160,Chaourse,85.3,5,9.7,3.5,95.5,74,22.3,0.5
02162,La Chapelle-sur-Chézy,91.4,2.6,6,0.9,99.1,81.1,14.2,0
02163,Charly-sur-Marne,84.8,3.2,12,35,64.9,54.2,43.1,17.7
02164,Le Charmel,81.4,8.7,9.9,1.9,96.9,90.8,7.6,0
02165,Charmes,91.1,1,7.9,8.1,91.7,73.9,25.3,7.4
02166,Chartèves,82,8.5,9.5,1.6,97.9,85.2,12.9,0
02167,Chassemy,92,1.9,6.1,0,98.7,89.8,9,0
02168,Château-Thierry,87.9,1.9,10.2,63.1,35.5,37.1,61.7,32.8
02169,Châtillon-lès-Sons,65,21.4,13.6,0,98,84.8,15.2,3
02170,Châtillon-sur-Oise,83.8,7.4,8.8,0,98.5,89.5,8.8,0
02171,Chaudardes,79.1,9.3,11.6,0,100,91.2,8.8,0
02172,Chaudun,89.1,2,9,1,99,81.1,17.8,0
02173,Chauny,86.6,2.1,11.3,36.7,62.6,43.3,53.9,25
02174,Chavignon,87.3,4.1,8.5,3.6,96.1,81.1,16.4,0
02175,Chavigny,94.2,4.4,1.5,1.5,97.1,89.1,9.4,0
02176,Chavonne,89.5,1.2,9.4,1.2,98.8,93.4,6.6,0
02177,Chérêt,90.4,1.6,8,0,100,85.7,12.5,0
02178,Chermizy-Ailles,82.7,13.5,3.9,0,92.3,81.4,18.6,0
02179,Chéry-Chartreuve,81.4,10.1,8.5,2,96.5,86.4,11.1,0
02180,Chéry-lès-Pouilly,91.7,1.6,6.7,0,99.7,81.9,16,0
02181,Chéry-lès-Rozoy,66.3,13.1,20.6,0,100,73.8,16.7,0
02182,Chevennes,81.9,13.2,4.9,0,100,85.5,14.5,0
02183,Chevregny,79.4,11.3,9.3,0,99,89.6,7.8,0
02184,Chevresis-Monceau,84.8,5.3,9.9,12.2,87.1,77.7,21.5,0
02185,Chézy-en-Orxois,86,6.1,7.8,0,100,90.3,9.7,0.7
02186,Chézy-sur-Marne,85.6,5.2,9.2,16.4,83.3,72.3,25.9,4
02187,Chierry,91,1.8,7.2,16.7,82.8,73.8,25.6,2.5
02188,Chigny,74.7,13.7,11.6,0,98.9,86.6,9,0
02189,Chivres-en-Laonnois,90.3,2.4,7.3,0,99.5,74.8,24.6,0
02190,Chivres-Val,93,3,4,0.4,99.2,90.8,6.6,0
02191,Chivy-lès-Étouvelles,96.4,0,3.6,5.5,93.8,65.3,33,16
02192,Chouy,80.6,9.7,9.7,1.1,98.9,82.3,14.9,0
02193,Cierges,67,16.5,16.5,2.4,97.6,96.4,3.6,0
02194,Cilly,83.3,4.2,12.5,0,99,87.2,9.3,0
02195,Ciry-Salsogne,90,2.8,7.2,1,99,87.1,10.9,2.9
02196,Clacy-et-Thierret,91,0.9,8.1,0.7,99.3,85.3,14,0
02197,Clairfontaine,88.8,2.6,8.6,0,100,86,13,0
02198,Clamecy,91,3,6,0,100,93.4,4.4,1.1
02199,Clastres,91.2,1.9,6.9,0.4,99.2,84.5,15.5,5
02200,Clermont-les-Fermes,75.6,5.6,18.8,1.9,98.1,78,22,0
02201,Cœuvres-et-Valsery,78,14.4,7.6,2.8,96,80.2,18.5,0
02203,Coincy,85,9.9,5.2,11.4,87.4,77.1,22,6
02204,Coingt,62.1,31,6.9,0,100,88.9,11.1,0
02205,Colligis-Crandelain,90.3,5.4,4.3,0,100,84.5,11.9,0
02206,Colonfay,77.7,8.4,13.9,0,100,75.9,20.7,0
02207,Commenchon,85.9,4,10.1,0,100,87.1,9.4,0
02208,Concevreux,90.8,3.3,5.8,0.8,99.2,83.5,15.6,0
02209,Condé-en-Brie,77.7,3.5,18.8,14.1,84.7,69.2,27.3,0.3
02210,Condé-sur-Aisne,93,3.2,3.8,1.3,98.7,80.9,17.1,6.1
02211,Condé-sur-Suippe,92.5,1.5,6,0,100,88.4,8,0
02212,Condren,92.1,0,7.9,3.9,95.8,81.3,17.7,1.6
02213,Connigis,83.3,4.5,12.2,5.7,93.7,86.3,13,0
02214,Contescourt,93,0,7,0,95.8,86.4,9.1,0
02215,Corbeny,90.7,2,7.3,6.2,93.5,70.7,24.6,8.4
02216,Corcy,77.1,17.9,4.9,0,100,94.1,4.9,1.6
02217,Coucy-le-Château-Auffrique,83.2,7.2,9.7,9.8,89.8,65.5,28.6,9.9
02218,Coucy-lès-Eppes,88.1,0,11.9,2.1,97.6,80.2,19.4,6.4
02219,Coucy-la-Ville,83.1,10.1,6.7,0,100,79.7,20.3,0
02220,Coulonges-Cohan,79.2,9.1,11.7,2.6,97.4,81,16.8,0
02221,Coupru,79.7,9.5,10.8,2.7,97.3,88.1,11.9,0
02222,Courbes,100,0,0,0,100,56.3,31.2,0
02223,Courboin,87,4.8,8.2,0,100,87.4,9.5,0
02224,Courcelles-sur-Vesle,85.4,8.3,6.4,3.3,96.7,69.2,30.1,0
02225,Courchamps,88.5,3.3,8.2,0,100,97,3,0
02226,Courmelles,94,0.4,5.6,7,92.9,80,18.9,7.1
02227,Courmont,74.3,12.1,13.6,3,97,94,4,0
02228,Courtemont-Varennes,80.7,3.9,15.4,6.3,93.1,79.5,19.8,7.6
02229,Courtrizy-et-Fussigny,81.1,16.2,2.7,0,100,93.3,3.3,0
02230,Couvrelles,90.1,2.2,7.7,0,88.1,61.4,38.6,0
02231,Couvron-et-Aumencourt,92.4,2.3,5.3,11.7,88,64.3,35.2,26.1
02232,Coyolles,82.2,7.5,10.3,3.7,96.3,77.3,19.3,1.1
02233,Cramaille,74.4,17.9,7.7,10.3,89.7,74.1,25.9,0
02234,Craonne,76.1,15.2,8.7,0,100,77.1,22.9,0
02235,Craonnelle,78.7,11.5,9.8,1.6,98.4,77.1,16.7,0
02236,Crécy-au-Mont,77.8,9.3,13,0,98.8,84.2,14.2,1.6
02237,Crécy-sur-Serre,87.2,2.5,10.3,17.9,81.8,61.9,35.6,14.2
02238,Crépy,88.5,1.7,9.8,6,93.3,67.9,30.8,6
02239,Crézancy,89.1,0.6,10.4,19.9,80.1,61.1,37.5,20
02240,Croix-Fonsomme,88.7,1,10.3,1,99,87.2,12.8,0
02241,La Croix-sur-Ourcq,67.2,8.2,24.6,8.2,91.8,70.7,19.5,0
02242,Crouttes-sur-Marne,82.5,6.9,10.6,7.9,91.5,68.7,27.7,0
02243,Crouy,92.3,1.3,6.4,30.6,68.7,56.5,42.4,22.3
02244,Crupilly,75.9,20.7,3.4,3.2,96.8,70.8,29.2,0
02245,Cuffies,90.2,2.5,7.3,30,63,50.9,47.2,16.5
02246,Cugny,89.2,4,6.8,0,99.3,85.5,13.7,0
02248,Cuirieux,91,4.5,4.5,6,94,78.7,21.3,0
02249,Cuiry-Housse,85.9,8,6,2,98,72.7,27.3,0
02250,Cuiry-lès-Chaudardes,86.9,9.8,3.3,0,96.9,78.6,17.9,0
02251,Cuiry-lès-Iviers,59.1,18.2,22.7,4.5,95.5,92.3,7.7,0
02252,Cuissy-et-Geny,78.6,9.5,11.9,0,100,77.4,19.4,0
02253,Cuisy-en-Almont,86.4,3,10.6,0,99.4,83.5,14.4,0.7
02254,Cutry,83.1,16.9,0,0,100,86,12,0
02255,Cys-la-Commune,86.3,4.1,9.6,4.2,95.8,77.4,17.7,0
02256,Dagny-Lambercy,63.6,19.4,17,12.2,87.8,76.5,19.6,0
02257,Dallon,93.8,1,5.2,0.5,97.9,82.2,16.1,0
02258,Dammard,84.8,5.6,9.6,1.7,97.7,84,14,0
02259,Dampleux,89.1,8,2.9,0,100,93.5,5.8,0
02260,Danizy,92,1.4,6.6,3.5,96.5,68.6,30.3,13
02261,Dercy,83.5,1.5,15,0,100,81.4,18,0
02262,Deuillet,92.5,2.2,5.4,0,98.9,86.2,11.5,0
02263,Dhuizel,73.8,8.2,18,0,100,75.6,20,0
02264,Dizy-le-Gros,81.7,4.2,14,3.2,96.8,76.4,22.9,3.5
02265,Dohis,78.9,8.9,12.2,0,100,78,17.1,0
02266,Dolignon,76.7,11.6,11.6,0,100,90.9,4.5,0
02267,Dommiers,80,7.9,12.2,0.7,99.3,83.1,16.9,0.9
02268,Domptin,87.9,4,8.1,1.4,97.6,82.1,16.8,0
02269,Dorengt,84.2,4,11.9,0,97.3,69.8,30.2,0
02270,Douchy,85.2,4,10.8,0,100,61.9,38.1,0
02271,Dravegny,72.3,18.5,9.2,1.3,98.7,75,23.2,0
02272,Droizy,74.4,8.5,17.1,0,97.9,81.2,15.6,0
02273,Dury,89.2,2.2,8.6,0,100,88,10.8,1.2
02274,Ébouleau,84.7,3.5,11.8,0,100,81.3,18.7,0
02275,Effry,84.8,2.4,12.7,5.5,92.7,74.3,22.9,0
02276,Englancourt,68,21.4,10.7,0,100,88.9,7.4,0
02277,Épagny,84.9,7.2,7.9,3.3,96.7,86.8,13.2,0.8
02278,Éparcy,83.6,0,16.4,4.6,95.4,88.9,11.1,0
02279,Épaux-Bézu,83.9,6.8,9.3,0,100,90.6,8.5,0
02280,Épieds,88.3,5,6.7,2.8,96.7,86.8,12,0
02281,L'Épine-aux-Bois,80.6,7.8,11.6,0,97.7,88.6,9.4,0
02282,Eppes,91.1,1,7.8,4.7,94.8,77.1,21.7,6.9
02283,Erlon,92.9,6.3,0.8,0,99.2,86.5,11.8,0
02284,Erloy,59.1,34.7,6.2,0,96.2,86.7,8.9,0
02286,Esquéhéries,85.8,1.9,12.3,1.6,98.4,78.1,19.9,0
02287,Essigny-le-Grand,92.4,1.3,6.3,0.4,99.3,87.4,12.4,2.2
02288,Essigny-le-Petit,92.5,1.2,6.2,0,100,83.8,16.2,0
02289,Essises,83.4,9,7.6,0,99.5,89.2,10.8,0
02290,Essômes-sur-Marne,89.6,1.8,8.6,15.9,84.1,76,22.8,3.2
02291,Estrées,89.7,1,9.3,1.1,98.9,79,16.7,0
02292,Étampes-sur-Marne,92.5,1.1,6.4,31.7,67.8,72.8,25.7,9.3
02293,Étaves-et-Bocquiaux,89.6,1.6,8.8,1.2,98.4,85.3,12,0
02294,Étouvelles,95.7,0,4.3,5.1,94.9,74.5,24.5,0
02295,Étréaupont,83.2,3,13.8,9,90.1,66.7,32.2,5
02296,Étreillers,93.4,1,5.6,2.1,97.7,83,15.5,0.7
02297,Étrépilly,90.9,0,9.1,0,100,80,18,0
